COASTAL_ID,TAMBON,DISTRICT,PROVINCE,PROVINCE_S,TYP_NAME_T,TYP_NAME_E,AREA_sqm
4745,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,324763.39
4746,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,725242.32
4747,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,65027.79
4748,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,160399.88
4749,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,47214.23
4750,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,535968.99
4751,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,661208.33
4752,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,7800.12
4753,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,8310.49
4754,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,9080.64
4755,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,699880.77
4756,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,5395.16
4757,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,294794.27
4758,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,12672.37
4759,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,130831.61
4760,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1660791.32
4761,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,7402.55
4762,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,459046.15
4763,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,138249.59
4764,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,355123.14
4765,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,62563.5
4766,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,หาดทรายเดิม,Old sandy beach,626335.52
4767,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,หาดทรายปัจจุบัน,Young sandy beach,152878.21
4768,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,506141.9
4769,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,56519.56
4770,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,10258448.49
4771,ตะกาดเง้า,ท่าใหม่,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",4363831.48
4772,เกาะหมู,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",92562.23
4773,เกาะมันใน,แกลง,ระยอง,ระยอง,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",201518.07
4774,บ่อพุ,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,1438025.86
4775,บ่อพุ,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,244781.45
4776,บ่อพุ,ท่าใหม่,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2293932.76
4777,เกาะยอ,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",121511.28
4778,ตลาด,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,7968.72
4779,ตลาด,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,9635.7
4780,ตลาด,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,5243211.65
4781,ตลาด,เมืองจันทบุรี,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",61209.29
4782,เกาะนางรำ,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3335.03
4783,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,11472.52
4784,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,16898661.58
4785,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,170169.28
4786,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,4958.27
4787,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,494065.96
4788,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,16233.88
4789,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,3339.93
4790,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1096378.41
4791,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,312802.29
4792,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,963218.41
4793,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2229.3
4794,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,5673.28
4795,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,793118.06
4796,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,152998.83
4797,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,16872.01
4798,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,68669.49
4799,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,794090.09
4800,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,95911.6
4801,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,200219.68
4802,บางกะจะ,เมืองจันทบุรี,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",6039131.95
4803,วังสรรพรส,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",1023821.52
4804,คลองนารายณ์,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,7877807.65
4805,คลองนารายณ์,เมืองจันทบุรี,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",20211223.97
4806,เกาะอีเลา,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",80491.46
4807,เกาะแมว,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",286.71
4808,ประณีต,เขาสมิง,ตราด,ตราด,ลากูนเดิม,Old lagoon,529.21
4809,ประณีต,เขาสมิง,ตราด,ตราด,ลากูนเดิม,Old lagoon,338289.53
4810,ประณีต,เขาสมิง,ตราด,ตราด,ลากูนเดิม,Old lagoon,6448162.17
4811,ประณีต,เขาสมิง,ตราด,ตราด,ลากูนเดิม,Old lagoon,23134.38
4812,ประณีต,เขาสมิง,ตราด,ตราด,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",21575081.67
4813,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,3687155.93
4814,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,684731.67
4815,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,4747.06
4816,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,32882.76
4817,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,10.92
4818,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,5387.14
4819,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,47284.31
4820,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,3576.26
4821,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2086850.31
4822,สีพยา,ท่าใหม่,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",2213317.98
4823,เกาะมันกลาง,แกลง,ระยอง,ระยอง,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",87321.09
4824,เกาะจระเข้,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",19812.67
4825,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,73.25
4826,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,254319.06
4827,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,15706.91
4828,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,1152363.69
4829,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,15334296.36
4830,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,14658.49
4831,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,22611.73
4832,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,13146.04
4833,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1292536.5
4834,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,42218.98
4835,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2968.82
4836,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,115.03
4837,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,15197.82
4838,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,8358
4839,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1066037.24
4840,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,2560213.26
4841,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1274505.09
4842,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,267314.73
4843,เกาะขวาง,เมืองจันทบุรี,จันทบุรี,จันทบุรี,ลากูนเดิม,Old lagoon,16388.06
4844,เกาะแรด,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",524309.75
4845,เกาะกุฎิ,แกลง,ระยอง,ระยอง,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",53649.26
4846,เกาะแสมสาร,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3624154.68
4847,เกาะเสม็ด,เมืองระยอง,ระยอง,ระยอง,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",4986889.96
4848,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",185200000
4849,ตรอกนอง,ขลุง,จันทบุรี,จันทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",21917767.07
4850,เกาะมันนอก,แกลง,ระยอง,ระยอง,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",102818.64
4851,เกาะขาม,สัตหีบ,ชลบุรี,ชลบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",79580.39
4852,ชัยมงคล,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",18428429.5
4853,บางสมัคร,บางปะกง,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,7525551.82
4854,บางสมัคร,บางปะกง,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,6148644.27
4855,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึง,Intertidal flat,221.82
4856,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึง,Intertidal flat,32123356.62
4857,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,ที่ราบใต้ระดับน้ำลง,Subtidal flat,114242.36
4858,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,พื้นที่แปรสภาพ,Disturbed area,14414635.91
4859,สิบเอ็ดศอก,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,22999225.98
4860,สนามจันทร์,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,1233793.34
4861,สนามจันทร์,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,9371486.43
4862,สนามจันทร์,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,670679.16
4863,บ้านไร่,ดำเนินสะดวก,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",20698953.28
4864,หนองกลางนา,เมืองราชบุรี,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",8335729.88
4865,สามเรือน,เมืองราชบุรี,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",18046073.78
4866,คอกกระบือ,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",13111849.79
4867,ลาดขวาง,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,8206383.23
4868,ลาดขวาง,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,1604749.67
4869,หนองสองห้อง,บ้านแพ้ว,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",21781240.72
4870,แพงพวย,ดำเนินสะดวก,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",36013433.93
4871,ท่าราบ,เมืองราชบุรี,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",14426616.15
4872,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,พื้นที่แปรสภาพ,Disturbed area,26921.07
4873,นาดี,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",23474511.77
4874,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,6039192.43
4875,บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,พื้นที่แปรสภาพ,Disturbed area,6468833.67
4876,ปากคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,พื้นที่แปรสภาพ,Disturbed area,4030525.92
4877,ปากคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,พื้นที่แปรสภาพ,Disturbed area,1604793.87
4878,บางวัว,บางปะกง,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,19064213.43
4879,บางวัว,บางปะกง,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,7827103.4
4880,แหลมประดู่,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,9922298.84
4881,แหลมประดู่,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",8089122.76
4882,ดอนกรวย,ดำเนินสะดวก,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",28156571.74
4883,อำแพง,บ้านแพ้ว,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",21191425.7
4884,แพรกษาใหม่,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,24076863.17
4885,บ้านโพธิ์,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,141345
4886,บ้านโพธิ์,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,6994094.94
4887,หนองตีนนก,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,14286049.58
4888,ท่าตะเกียบ,ท่าตะเกียบ,ฉะเชิงเทรา,ฉะเชิงเทรา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",293500000
4889,ในคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,พื้นที่แปรสภาพ,Disturbed area,23848497.55
4890,วังเย็น,แปลงยาว,ฉะเชิงเทรา,ฉะเชิงเทรา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",67456635.44
4891,บ้านเกาะ,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",27836776.18
4892,แสนภูดาษ,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,7657521.99
4893,แสนภูดาษ,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,4432067.04
4894,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึง,Intertidal flat,11061263.01
4895,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,พื้นที่แปรสภาพ,Disturbed area,6671588.47
4896,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",20444328.5
4897,บ้านคลองสวน,พระสมุทรเจดีย์,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึง,Intertidal flat,5189.93
4898,เกาะพลับพลา,เมืองราชบุรี,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",33639232.62
4899,หินกอง,เมืองราชบุรี,ราชบุรี,ราชบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",59111078.45
4900,บางปลา,บางพลี,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,49720745.31
4901,หนองไม้แก่น,แปลงยาว,ฉะเชิงเทรา,ฉะเชิงเทรา,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",132600000
4902,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,ที่ราบน้ำขึ้นถึง,Intertidal flat,46421578.89
4903,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",19696467.23
4904,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,ที่ราบน้ำขึ้นถึง,Intertidal flat,3866.53
4905,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,สมุทรสาคร,ที่ราบน้ำขึ้นถึง,Intertidal flat,879.87
4906,คลองบ้านโพธิ์,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,897726.35
4907,คลองบ้านโพธิ์,บ้านโพธิ์,ฉะเชิงเทรา,ฉะเชิงเทรา,ที่ราบน้ำขึ้นถึง,Intertidal flat,7927455.33
4908,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,15891953.53
4909,แพรกษา,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึง,Intertidal flat,3849489.98
4910,ท่าข้าม,พนัสนิคม,ชลบุรี,ชลบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,28935286.13
4911,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,3979397.01
4912,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,ที่ราบน้ำขึ้นถึง,Intertidal flat,2709780.42
4913,ท้ายบ้านใหม่,เมืองสมุทรปราการ,สมุทรปราการ,สมุทรปราการ,พื้นที่แปรสภาพ,Disturbed area,3561832.34
4914,หลักสาม,บ้านแพ้ว,สมุทรสาคร,สมุทรสาคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",38267317.81
4915, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,744371.2
4916, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,ที่ราบน้ำขึ้นถึงเดิม,Old tidal flat,586300000
4917, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,ที่ราบน้ำขึ้นถึง,Intertidal flat,31000834.08
4918, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,ที่ราบใต้ระดับน้ำลง,Subtidal flat,1201399.92
4919, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,พื้นที่แปรสภาพ,Disturbed area,165600000
4920, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,พื้นที่แปรสภาพ,Disturbed area,500800000
4921, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",265300000
4922, , ,กรุงเทพมหานคร,กรุงเทพมหานคร,ที่ราบน้ำขึ้นถึง,Intertidal flat,2580.24
4923,ท่างาม,เมืองปราจีนบุรี,ปราจีนบุรี,ปราจีนบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,1984135.64
4924,หนองลาน,ท่ามะกา,กาญจนบุรี,กาญจนบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",0.61
4925,เกาะลอย,ประจันตคาม,ปราจีนบุรี,ปราจีนบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,19888.69
4926,เกาะลอย,ประจันตคาม,ปราจีนบุรี,ปราจีนบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",458763.59
4927,คลองขวาง,ไทรน้อย,นนทบุรี,นนทบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",6357988.97
4928,เมืองเก่า,กบินทร์บุรี,ปราจีนบุรี,ปราจีนบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3370250.46
4929,วังดาล,กบินทร์บุรี,ปราจีนบุรี,ปราจีนบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",25089184.15
4930,พระแท่น,ท่ามะกา,กาญจนบุรี,กาญจนบุรี,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",3634629.18
4931,บางเดชะ,เมืองปราจีนบุรี,ปราจีนบุรี,ปราจีนบุรี,ที่ราบน้ำขึ้นถึง,Intertidal flat,32992875.12
4932,กำแพงแสน,กำแพงแสน,นครปฐม,นครปฐม,แผ่นดิน ภูเขาและเกาะ,"Upland, mountian and Island",839837.09
